Code_ADN	Code	Nind	50%floraison	Nbtalles	Epiaison	Longbrin	Diambrin	LongEpi	DiamEpi	PEpi	P1000	Pgrains	Tutiles	Tsteriles
Sa-21-30147-04	Ma_10	5	82	12.6	80.6	218.4	1.7	53	2.28	61.578	5.812	41.436	5.8	7
Sa-21-30218-01	Ma_11	2	77	12	77	247.5	1.5	57.5	2.15	55.715	8.105	34.15	7	6
Sa-21-30218-02	Ma_12	2	88	12	88	230	1.6	51.5	2.5	84.235	6.84	59.67	3.5	7.5
Sa-8-12129-01	Ma_125	5	95	9.8	93.8	175.6	1.56	50	2	35.218	5.102	20.612	1.8	7.8
Sa-8-12129-02	Ma_126	4	88.5	12.5	88.5	268.75	1.8	51.5	2.5	45.5625	4.5925	25.24	3.5	8.5
Sa-8-12129-03	Ma_127	2	89.5	12.5	89.5	238.5	1.65	53	1.9	30.275	4.815	17.475	4.5	8
Sa-8-12129-04	Ma_128	5	89	12.8	89.2	216	2.28	59.8	2.52	66.38	6.548	41.712	4.4	8.2
Sa-21-30507-01	Ma_14	6	87.5	14.8333333333333	87.8333333333333	231.166666666667	1.61666666666667	56.5	2.23333333333333	42.83	4.82	25.32	6	8.5
Sa-21-30507-02	Ma_15	6	84	13	84.1666666666667	218.5	1.78333333333333	49.1666666666667	2.18333333333333	54.26	5.44833333333333	34.1633333333333	4.16666666666667	8.5
Sa-21-30515-01	Ma_17	4	91	10.75	91.5	227	1.375	50.5	2.05	59.05	6.4725	39.7175	3.75	7
Sa-21-30515-02	Ma_18	4	91	10.75	92	154.75	1.6	44.5	2.025	39.7425	4.7025	24.8	3.25	7.25
Sa-21-28423-02	Ma_2	6	82.5	12.8333333333333	82	245.333333333333	1.85	51.8333333333333	2.28333333333333	56.1666666666667	5.97666666666667	25.0116666666667	7	6
Sa-21-30529-02	Ma_20	6	85.5	10	85.3333333333333	224	1.51666666666667	53.8333333333333	1.95	45.7516666666667	6.425	25.3416666666667	3.5	6.33333333333333
Sa-21-30529-03	Ma_21	6	85.5	12.6666666666667	85.8333333333333	261	1.83333333333333	47.3333333333333	2.25	44.5483333333333	4.95333333333333	23.455	4.5	7.33333333333333
Sa-21-82410-01	Ma_22	6	88	10	88.3333333333333	233	1.63333333333333	62.8333333333333	2.45	67.925	7.94333333333333	46.7083333333333	3.83333333333333	6.16666666666667
