Code_ADN	Code	Nind	50%floraison	Nbtalles	Epiaison	Longbrin	Diambrin	LongEpi	DiamEpi	PEpi	P1000	Pgrains	Tutiles	Tsteriles
Sa-21-30147-04	Ma_10	8	72	10.625	73.875	249.75	1.635	54.125	2.71	63.75	6.9775	34.5775	6.375	4
Sa-21-30218-01	Ma_11	8	71.5	8.25	70.75	304.375	1.93875	58	2.7075	60.1428571428571	7.62857142857143	36.06	5.75	2.125
Sa-21-30218-02	Ma_12	8	81	12.625	81	301.25	1.695	65.375	2.35625	71.375	7.25714285714286	39.2	5.625	6.5
Sa-8-12129-01	Ma_125	7	79	12.8571428571429	79.5714285714286	292.857142857143	1.84571428571429	61.1428571428571	2.77142857142857	86.8571428571429	8.49428571428571	47.9857142857143	6.28571428571429	6.85714285714286
Sa-8-12129-02	Ma_126	8	81	11	80.875	342.75	2.165	68.125	2.84625	88.375	7.825	46.9875	5.75	5.5
Sa-8-12129-03	Ma_127	7	81	9.85714285714286	80.4285714285714	326.428571428571	1.88571428571429	72.1428571428571	2.53428571428571	89.5714285714286	7.07	57.6885714285714	4.71428571428571	5.14285714285714
Sa-8-12129-04	Ma_128	5	83	10.2	82.4	283.8	2.254	61.8	3.004	100.24	8.0425	62.0125	5.4	5.2
Sa-21-30218-03	Ma_13	8	81	9.625	81.375	329.375	1.66125	60.5	2.57125	78.25	7.99857142857143	41.6942857142857	5.875	3.875
Sa-21-30507-01	Ma_14	8	81.5	15	82	317.25	1.84875	55.375	2.7225	76.5	6.92714285714286	40.4742857142857	8.125	6.75
Sa-21-30515-02	Ma_15	8	77	11.375	77.375	301.875	1.81375	55.875	2.40375	66.875	8	41.99375	6.5	4.875
Sa-21-30529-02	Ma_17	5	80	9	76.2	310.2	1.872	60.8	2.376	48.6	5.81333333333333	28.29	5.4	3.8
Sa-21-28423-02	Ma_18	6	79	13.8333333333333	78.7142857142857	309.666666666667	1.94833333333333	50.9166666666667	2.50166666666667	82.5	7.19333333333333	50.64	7	6.83333333333333
Sa-21-30507-02	Ma_2	8	74	11.25	73.25	322.5	1.8325	54	2.42875	59.125	6.86	27.51	7.5	3.875
Sa-21-30515-01	Ma_20	7	77	11.1428571428571	76.7142857142857	298.285714285714	1.81142857142857	54.4285714285714	2.24857142857143	67.2857142857143	5.73428571428571	29.0442857142857	6.57142857142857	4.57142857142857
Sa-21-30529-03	Ma_21	7	75	8.42857142857143	72.7142857142857	329.857142857143	2.06428571428571	53.5714285714286	2.64285714285714	83.4285714285714	7.54142857142857	57.4257142857143	5.42857142857143	3.14285714285714
Sa-21-82410-01	Ma_22	6	76	11.3333333333333	75.5	335.333333333333	1.99666666666667	64.9166666666667	2.79833333333333	77.9533333333333	8.65	48.5716666666667	6.33333333333333	4.33333333333333
Sa-21-82410-02	Ma_23	6	76.5	10.8333333333333	76.5	301.666666666667	1.57666666666667	67.3333333333333	2.28666666666667	59	6.62333333333333	24.35	7.83333333333333	2.83333333333333
Sa-21-82410-03	Ma_24	8	81.5	9	82	282.625	1.73125	51.75	2.4725	62.375	5.285	30.96875	4.125	4.875
Sa-21-82410-04	Ma_25	5	75	10.2	74.3333333333333	268.6	1.492	51.2	2.068	53.25	4.9425	27.7325	6.2	3.6
Sa-24-60424-01	Ma_26	8	68.5	10.375	68.75	282.25	1.94625	55.5	2.66375	71	7.36125	33.82875	6	4.125
Sa-24-60424-03	Ma_28	7	81	10	82.5714285714286	344.857142857143	2.12857142857143	66.1428571428571	2.61285714285714	87	7.53333333333333	61.3916666666667	4.28571428571429	5.42857142857143
Sa-21-28423-03	Ma_3	7	83	11	81.5714285714286	334.571428571429	2.03428571428571	55.4285714285714	2.56714285714286	84	8.33	52.2757142857143	6.14285714285714	4.85714285714286
Sa-6-3189-01	Ma_30	7	75	11.1428571428571	75.4285714285714	256.571428571429	1.79142857142857	59.1428571428571	2.52142857142857	81.7142857142857	7.54857142857143	54.4728571428571	5.71428571428571	5.28571428571429
Sa-6-3189-02	Ma_31	7	80	14	80.5714285714286	307.285714285714	1.90571428571429	57.1428571428571	2.71714285714286	72.1428571428571	5.6	31.94	6.85714285714286	7.28571428571429
Sa-6-3189-03	Ma_32	8	77	12.75	77	307.875	1.93875	57.25	2.3725	81.375	6.665	44.33125	7.375	5.125
Sa-6-3385-01	Ma_34	8	74	13.875	74.5	318.5	1.75875	51.875	2.4125	70	7.37625	46.19375	8.25	5.625
Sa-6-4253-01	Ma_35	8	76	12.625	74.5	297.25	1.635	48.5	2.40875	63.125	6.89125	38.66375	6.25	6.125
Sa-6-4253-02	Ma_36	8	80	10.5	79.75	295.125	1.9	55	2.48375	75.3125	6.76375	43.76375	7.375	3.125
Sa-6-51263-01	Ma_37	8	79	12.375	78.625	294.25	1.90875	51.1875	2.34	63.125	5.725	31.63125	5.875	6.5
Sa-6-51263-02	Ma_38	5	73	9.4	73.4	289	1.644	48.2	2.486	63.6	7.742	34.878	5.6	4
Sa-8-11559-01	Ma_39	7	71	13.4285714285714	71.4285714285714	293.857142857143	1.64857142857143	47.5714285714286	2.34285714285714	60.2857142857143	6.61333333333333	36.6066666666667	7.42857142857143	6
Sa-8-11559-03	Ma_41	6	71	7	71	270.333333333333	1.71833333333333	56.3333333333333	2.93166666666667	94	8	51.356	2.83333333333333	4.33333333333333
Sa-8-7085-01	Ma_42	8	77.5	14	77.5	299.375	1.82	52.875	2.4125	66.11875	6.18	34.125	5.875	7.875
Sa-8-7085-02	Ma_43	8	78	11.875	78	292.125	1.87375	51.375	2.60125	73.25	5.4725	46.63625	7	4.5
Sa-8-7085-03	Ma_44	8	78.5	13.75	79.125	327	1.78625	51.625	2.5525	70.375	5.88875	43.50875	9.25	4.75
Sa-8-7085-04	Ma_45	7	77	13.1428571428571	77.1428571428571	316.142857142857	1.94857142857143	45.5714285714286	2.52714285714286	66.8571428571429	5.97142857142857	45.2	7.42857142857143	5.28571428571429
Sa-8-7085-05	Ma_46	8	77	13.625	77.125	294.125	1.7225	52.75	2.57625	63	7.305	31.1775	6	7.875
Sa-8-7085-06	Ma_47	8	75	9.875	74	286.875	1.735	50.375	2.44125	61.5	6.51125	31.03125	5.25	4.25
Sa-21-28425-02	Ma_5	7	81	9.71428571428571	80.8571428571429	345.142857142857	1.92428571428571	63.4285714285714	2.52142857142857	76.8571428571429	7.82571428571429	47.9685714285714	5.28571428571429	4.42857142857143
Sa-21-30147-01	Ma_7	8	79.5	10	79.375	299.625	2.02	54.375	2.8825	66	6.97	27.66875	6	4
Sa-21-30147-02	Ma_8	7	79	10.7142857142857	78.1428571428571	297.285714285714	1.92857142857143	53.1428571428571	2.76571428571429	82.5714285714286	7.58571428571429	49.6814285714286	6	4.85714285714286
Sa-21-30147-03	Ma_9	8	77	11.625	76.875	312.625	2.0775	56.25	3.07	98.75	7.5625	59.29	6.875	4.875
So-21-30218-02	Pod_100	8	51.5	8.5	50.5	268.625	2.03	63.125	3.015	70.5	8.13125	33.23	4	4.75
So-21-30218-03	Pod_101	7	49	10.5714285714286	47.2857142857143	260.571428571429	1.95428571428571	70.3571428571429	2.65	97.4285714285714	7.43	59.6214285714286	4.85714285714286	5.71428571428571
So-21-30507-01	Pod_102	8	46	7.875	46.25	241.5	1.69625	63.4375	2.62875	83.125	7.50375	53.325	4.25	3.25
So-21-30522-01	Pod_105	7	47	8	47.5714285714286	248.714285714286	1.69857142857143	70.2857142857143	2.29857142857143	67.5714285714286	6.92285714285714	41.8	4.57142857142857	3.28571428571429
So-21-30522-02	Pod_106	8	46.5	10	46.125	273.875	1.72375	71.375	2.30625	59	6.9925	36.5225	5.5	3.875
So-21-30522-03	Pod_107	7	47	9.28571428571429	47	254.428571428571	1.74857142857143	73.5714285714286	2.51714285714286	82.1428571428571	7.30571428571429	52.4671428571429	5.42857142857143	3.85714285714286
So-21-30529-01	Pod_108	7	45	9.57142857142857	45.1428571428571	217.166666666667	1.58714285714286	52.7857142857143	2.31142857142857	69.7142857142857	7.905	42.5916666666667	6.71428571428571	2.85714285714286
So-21-30529-02	Pod_109	7	43	7.57142857142857	43.8571428571429	230	1.43571428571429	58.1428571428571	2.27571428571429	55.2857142857143	6.09714285714286	32.3271428571429	4.42857142857143	3.28571428571429
So-21-30529-03	Pod_110	8	47.5	8.375	46.375	238.375	1.67875	55.375	2.27	65.125	6.69125	35.7425	5.625	2.875
So-6-3385-01	Pod_114	8	50.5	7.875	50	250.25	1.63375	67.6875	2.585	63.56125	8.6	26.99375	4.125	3.75
So-6-3385-02	Pod_115	8	49.5	9.125	49.625	267.5	2.02625	81.125	2.6725	96.08125	7.9275	49.05875	4.625	4.5
So-6-4253-01	Pod_116	8	50	8.75	49.625	250.5	1.83375	88.1875	2.525	66.375	8.57	35.0185714285714	4.375	4.5
So-6-4452-01	Pod_118	8	47	8.125	47.375	256.5	1.86375	63.25	2.62875	88.875	8.49125	47.00375	4.125	3.75
So-6-4452-02	Pod_119	8	46	10.75	46.5	260.625	1.72375	69.8125	2.445	81.75	8.92625	39.1025	5.5	4.875
So-6-51263-02	Pod_121	8	44.5	10.5	45.875	238.75	1.68	65.625	2.20875	69.17125	6.925	30.47875	5.5	4.625
So-8-11559-01	Pod_122	8	44	8.75	45.875	256.625	1.6275	63.75	2.29	77.25	7.4	43.72	5.625	3.375
So-8-11559-02	Pod_123	8	47	9	46.625	241	1.59125	62	2.20125	68.55375	6.46125	44.31625	4.875	3.625
So-8-6685-01	Pod_129	8	45	13.125	45.75	257.75	2.015	61.125	2.705	82.75	7.4625	48.44	6.75	6.25
So-8-6685-02	Pod_130	8	44.5	10.25	45	223.375	1.82625	63.9375	2.9575	90	7.8025	59.01125	5.625	4.125
So-8-6685-03	Pod_131	8	46	6.375	46.125	246	1.5725	59.625	2.64875	73.14	8.07625	39.13125	4	2.375
So-8-6858-02	Pod_133	7	42	9.42857142857143	42.8571428571429	219	1.49285714285714	53.1428571428571	2.19428571428571	56.7142857142857	5.90571428571429	34.6257142857143	6.28571428571429	2.71428571428571
So-8-7024-01	Pod_135	6	49	10	49.5	239.333333333333	1.70166666666667	61.8333333333333	2.52	72.3333333333333	8.06666666666667	38.9466666666667	4.33333333333333	5.83333333333333
So-8-7291-01	Pod_138	6	48	7.33333333333333	48.1428571428571	247.5	1.61333333333333	56.5	2.23	52.8333333333333	7.54166666666667	33.495	4.5	3.16666666666667
So-8-7539-01	Pod_140	8	49	7.625	49.125	250.875	1.61	67	2.21375	64.875	7.53	31.12	3.125	4.375
So-8-7539-02	Pod_141	5	53	8.6	53.2	226.4	1.394	55.2	2	40.2	9.498	13.398	3.4	5
So-8-7539-03	Pod_142	8	45.5	7.25	45.375	248.75	1.595	58.0625	2.3175	69.625	6.7325	40.29	4.75	2.25
So-8-7539-04	Pod_143	8	46.5	6.25	47.375	237.125	1.44875	66.8125	2.28625	58.105	8.21	33.24875	3.625	2.125
So-10-20006-01	Pod_48	6	47	9.16666666666667	46.1428571428571	251	1.89	69.1666666666667	2.86833333333333	86.165	6.635	42.5316666666667	5	4.16666666666667
So-10-20006-02	Pod_49	8	47	11.875	49.375	243	1.635	69	2.4775	78.875	9.135	44.37	5.375	6.5
So-10-20006-03	Pod_50	8	49	10.375	48	283.5	1.7975	87.0625	2.50375	88.53375	9.09375	55.49125	5.25	5.125
So-10-20110-02	Pod_52	8	45.5	9.125	45.75	234.625	1.5725	54.875	2.14625	53.125	6.86375	23.97	6.125	2.375
So-10-20110-03	Pod_53	8	44.5	8.875	44.75	286	1.63625	63.875	2.42875	82.625	8.30285714285714	59.2157142857143	4.875	4
So-10-20117-02	Pod_55	8	48	9.25	46.125	230.125	1.8025	62.125	2.67625	91.625	7.6325	40.27125	5.125	4.125
So-10-20117-03	Pod_56	6	46.5	8.66666666666667	45.6666666666667	224.333333333333	1.51166666666667	60.1666666666667	2.60333333333333	74.5	8.23333333333333	41.4266666666667	4.66666666666667	3.66666666666667
So-10-20279-01	Pod_57	7	48	7.14285714285714	47.5714285714286	240	1.61	63.8571428571429	2.79571428571429	71.4628571428571	7.39142857142857	44.2885714285714	3.85714285714286	3.14285714285714
So-10-20279-02	Pod_58	8	45	7.5	44.25	241.25	1.35625	56.125	2.21	60	6.28875	31.82375	4.625	2.875
So-10-20279-03	Pod_59	7	43	8.42857142857143	43.7142857142857	254	1.62714285714286	62.5714285714286	2.38571428571429	80.4285714285714	8.42857142857143	54.6428571428571	5	3.28571428571429
So-10-20302-01	Pod_60	8	47	7.625	47.5	249.125	1.96125	65.75	2.64125	79.25	8.89	39.5125	4.25	3.25
So-10-20302-03	Pod_62	8	47	9.75	46.5	244.6625	1.805	58.8125	2.715	86.375	8.90625	55.40875	5.125	4.5
So-10-20327-01	Pod_63	5	49	9.2	48.6	265.8	1.744	69.9	2.778	93.544	8.606	57.51	4.8	4.4
So-10-20327-02	Pod_64	8	53	6.625	53.125	248.75	1.84625	62.25	2.63625	63.12125	8.12625	31.73125	3.5	3.625
So-10-20327-03	Pod_65	8	46	12.25	46.5	248.25	1.7375	60.375	2.68	80.125	8.67375	49.45	5.875	6.5
So-10-20333-01	Pod_66	8	46	10	45.75	249.625	1.9025	64	2.42125	77.8675	7.18	53.48125	6	4.125
So-10-20333-02	Pod_67	8	48.5	8.625	48.625	274.75	1.55125	69.125	2.2175	45.125	6.91125	24.615	5.125	2.875
So-10-20333-03	Pod_68	8	47	9	47	270.375	1.8325	77.5	2.54375	87.27125	9.305	52.80875	4.125	4.875
So-10-20333-04	Pod_69	6	48	9.33333333333333	48.6666666666667	264	1.82	72.8333333333333	2.51166666666667	75.6666666666667	8.02166666666667	47.32	5.66666666666667	3.83333333333333
So-10-20347-01	Pod_71	8	46	8.125	45.5	255.375	1.82	65.3125	2.53625	83.5	8.30625	50.5275	4.375	3.25
So-10-20347-02	Pod_72	8	46.5	8.75	46.875	268.25	1.7175	62.6875	2.4025	69.75	6.6575	40.0875	5.375	3.5
So-10-20347-03	Pod_73	8	43	6.75	44.375	257.25	1.7675	68.75	2.67625	84.2325	8.00125	50.21625	4.25	2.375
So-10-20363-02	Pod_75	8	46.5	11.875	47.75	249.25	1.61125	57.375	2.23125	68.875	6.69	32.9671428571429	6	5.375
So-10-56965-01	Pod_77	7	43	8	43.1428571428571	249.285714285714	1.93857142857143	56.9285714285714	2.79428571428571	79.2014285714286	7.70142857142857	49.3157142857143	4.28571428571429	3.57142857142857
So-10-56965-02	Pod_78	8	48	8.75	48.375	238.25	1.655	61.6875	2.59	83	8.25375	52.76625	5	4
So-10-56965-03	Pod_79	8	46.5	8.5	46.875	259.125	1.47125	62.8125	2.31375	57.935	7.08625	35.16875	4.625	3.75
So-21-1061629-01	Pod_80	8	43	9.75	43.625	227.375	1.61875	53.8125	2.2225	58.75	7.43625	33.63375	6.875	2.75
So-21-1061629-02	Pod_81	8	48.5	9	47.875	251.55	1.79875	58.65	2.63875	84.25	7.37	49.4475	4.75	4.125
So-21-28371-01	Pod_83	7	45	7.14285714285714	46.1428571428571	240.428571428571	1.75857142857143	66.7142857142857	2.27571428571429	72.5714285714286	7.53714285714286	42.1871428571429	4	2.85714285714286
So-21-28371-04	Pod_86	8	42	10.625	42.375	253.25	1.61375	65.5625	2.16125	59.75	7.425	18.755	7	3.5
So-21-28423-01	Pod_87	8	43.5	7.875	44.25	244.5	2.00125	63.5	2.95875	101.9775	7.29125	63.83	4.5	3
So-21-28423-02	Pod_88	7	48	9.85714285714286	46.8571428571429	237	1.69714285714286	60.2857142857143	2.97714285714286	81.8114285714286	7.52571428571429	37.1842857142857	4.71428571428571	4.85714285714286
So-21-28423-03	Pod_89	8	43.5	9.125	44.25	257.375	1.585	57.125	2.1825	61.625	7.07375	36.37125	6.625	2.25
So-21-28425-01	Pod_90	7	46	7.71428571428571	45.4285714285714	249.857142857143	1.61571428571429	61.1428571428571	2.38142857142857	66.5714285714286	10	37.9028571428571	4.85714285714286	2.57142857142857
So-21-28425-02	Pod_91	8	54	8.5	53.875	267.875	1.9325	66.625	2.68875	93.83875	7.95125	58.68	3.625	4.5
So-21-28425-03	Pod_92	8	51	6.25	51.125	256.625	1.67625	62.5625	2.26125	56.91875	7.925	33.64375	3.125	3.125
So-21-28449-01	Pod_93	8	46.5	9.75	47	241	1.82625	60	2.24875	64.625	7.56375	40.41875	5.375	4
So-21-28449-02	Pod_94	8	46.5	10.25	46.625	243.5	1.7	65.1875	2.46875	78.75	7.21375	49.40375	5.25	4.625
So-21-28449-04	Pod_96	8	43	8.75	44.25	215.5	1.4725	56.1875	2.1575	59.3975	6.78875	38.495	6	2.5
So-21-29822-01	Pod_97	6	51	9.33333333333333	49.4285714285714	311.333333333333	1.86833333333333	91.3333333333333	2.49666666666667	61.18	7.48833333333333	26.6433333333333	5.16666666666667	4.16666666666667
So-21-29822-02	Pod_98	8	48.5	8	48.375	279.875	1.68	82.9375	2.22125	64.625	8.44375	30.445	3.875	4
So-21-30218-01	Pod_99	8	47	9	46.75	259.375	1.9875	65.4375	2.765	104.375	8.84625	66.77125	4.25	4.75
So-21-30507-02	Pod_103	7	47	9.57142857142857	46.1428571428571	230.571428571429	1.72857142857143	64.3571428571429	2.74	91.2857142857143	7.37857142857143	49.0057142857143	5	4.14285714285714
So-6-3189-01	Pod_111	7	51	7.71428571428571	50.7142857142857	245.714285714286	1.80857142857143	76.2571428571429	2.52714285714286	66.9257142857143	7.50285714285714	31.7371428571429	3.42857142857143	4
So-6-3189-02	Pod_112	8	43.5	9.125	46.5	258.875	2.13	75.6875	2.55	90	8.375	58.82875	4.25	4.5
So-6-3189-03	Pod_113	8	53.5	8.25	53.75	248.5	1.77375	81.5625	2.47	40.875	7.44625	12.71625	4	4.125
So-6-4253-02	Pod_117	8	44.5	8.625	44.625	279	1.80625	92.25	2.27875	83.375	8.19625	37.0475	4.625	3.75
So-6-51263-01	Pod_120	7	51	8.42857142857143	50.1428571428571	266	1.53285714285714	60.2857142857143	2.47571428571429	65.5885714285714	8.69142857142857	41.4185714285714	5.14285714285714	2.71428571428571
So-8-11559-03	Pod_124	7	42.5	8.57142857142857	43.125	258.714285714286	1.81	59.5	2.25714285714286	62.8333333333333	8.12714285714286	31.6185714285714	5.85714285714286	2.28571428571429
So-8-6858-03	Pod_134	8	45.5	13.125	46	252	1.855	65.25	2.63	88.25	8.3275	55.85	6.375	6.25
So-8-7024-02	Pod_136	8	44.5	8.75	45	234.125	1.5525	59.25	2.3925	60.1025	7.21125	19.4525	5.5	3.375
So-8-7024-03	Pod_137	7	47	9	46.4285714285714	225.857142857143	1.62	54.2142857142857	2.30285714285714	66.35	7.15857142857143	32.4671428571429	5.42857142857143	3
So-10-20117-01	Pod_54	8	43	10.5	43.2857142857143	232.25	1.61625	54.8125	2.22125	56.31875	7.91875	33.2925	6.25	4
So-10-20302-02	Pod_61	8	42	7	41.75	217.875	1.4775	52.5	2.0175	47.75	6.4175	32.53375	4.75	2
So-10-20333-05	Pod_70	8	48.5	6.5	48.625	243.375	1.49	71.7375	2.40625	67.625	7.98571428571429	34.0928571428571	3.625	2.875
So-10-20363-01	Pod_74	8	42	10.125	42.5	221.125	1.5875	55.875	2.39	69	8.59125	42.935	6.375	3.375
